Client.code,Client.name,Client.fiscalid,nit,Contact.name,Contact.name,DIRECCION DE ENTREGA,Contact.phone,Contact.mobile,Contact.email,PAG WEB
1,"sanofi-aventis de Venezuela,s.a.",J-30308848-1,66362094,NUBIA LEGRO,"EDIF. TORRE LA CASTELLANA, AV. EUGENIO MENDOZA C/CALLE JOSE A. LAMAS, PISO 7 Y 8, LA CASTELLANA",,0212-277.9000 / 9265 / 9123,,nubia.legro@aventis.com
63,"LABIF,C.A.",J-07558899-1,007438877,,"ZONA INDUSTRIAL SAN VICENTE II, AVE. PRINCIPAL  C /CALLE Nº 45, MARACAY, EDO. ARAGUA"
64,"LABORATORIOS VETERINARIOS LA CARIDAD,C.A.",J-30064771-4,0028238614,COMPRAS NIURKA Perez," 6TA.AVE.,URB.LA SOLEDAD, MARACAY,EDIF. LA CARIDAD",,0246-4157151/7152
65,LABORATORIOS LETI S.A.V.,J-00021500-6,0004907841,,"ZONA IND. DEL ESTE, AVE.2,PARCELA3,MANZANA J, EDIF. LETI, GUARENAS, EDO.MIRANDA",,0212-362.2424/1130/2491/4111,361.4365/362.3903 
66,"INVERSIONES LESPONE,C.A.",J-30634974-0,01103853001,SRA. NARTALIA DE MARMOTO,"AVE. PRINCIPAL DE MARIPEREZ, ENTRE 8VA Y 9NA. TRANSVERSAL, QTA. NILDA, CARACAS.",,212 - 7935983
67,"LOGISTICA CASA LOGICASA,S.A.",J-31421360-1,,,"DPTO. LIBERTADOR, MUNICIOIO VARGAS, PARROQUIA CARLOS SOUBLETTE. URB. 10 DE MARZO, SECTOR CABO BLANCO",DEPOSITO: CATIA
68,"LOBORATORIOS MARIE DERMOCOSMETICS,C.A.",J-31261414-5,0381030164,,"CALLE PRINCIPAL SAN ANTONIO, MUNICIPIO SUCRE CASA S/N CHIGUARÁ-MERIDA. ","PLANTA: OFIC MERIDA: AVE. LOS PROCERES C.C BUGANVILLAS, LOCAL NºB-7 / ",0274-2512744
69,"LABORATORIO MAXIVITA,C.A.",J-31362840-9,0432500438,,"AVE. NUEVA GRANADA, ENTRE CALLE MACHADO Y CAPITAN DE NAVIO FELIPE ESTEVEZ, EDIF. KLARIBEL II, PISO 2, CARACAS"
70,"MEDI PHAR,C.A.",J-00159621-6,0005151406,,"CALLE 3B, EDIF. ESCACHIA, PISO 4, LOCAL 4C, LA URBINA, CARACAS"
71,"MEDICK REPRESENTACIONES,C.A.",J-30703218-9,,,"CALLE 3B, EDIF. ESCACHIA, PISO 4, LOCAL 4C, LA URBINA, CARACAS"
72,"COSMETICOS MELENITA,C.A.",J-30234698-3,0065661705,,"URBANIZACION PARQUE INDUSTRIAL CASTILLITO,CALLE 99, Nº66-81, VALENCIA, EDO. CARABOBO",, 241 - 8715031 -8715177 ,241 - 8714782,,WWW.MELENITA.COM
73,"MERCALAB,C.A.",J-30649321-2,0109175307,,"CIRCUNVALACION Nº2, CENTRO COMERCIAL VISTA BELLA, LOCAL 19, MARACAIBO, EDO. ZULIA"
74,"MERCK,S.A.",RIF.J-00007634-0,0011152783,,"CALLE HANS NEUMANN, EDIF. CORIMON, PISO 3, LOS CORTIJOS DE LOURDES. CARACAS, EDO. MIRANDA",,0212-2351379,0212-2379434-2377832
75,"MEYER PRODUCTOS TERAPEUTICOS,S.A.",J-00025208-4,0043706040,,"URB. IND. ALTA BOLEITA, CALLE E,EDIF. MEYER, BOLEITA NORTE,CARACAS"
76,"MOLINOS NACIONALES,C.A.",J-00025543-1,0016100668,,"URBANIZACION LA SORPRESA, CALLE LOS MOLINOS. PUERTO CABELLO. ESTADO CARABOBO"
77,LABORATORIOS NOVAPHARMA,J-00052679-6,0064016512,,"AVE. PRIPL DE LOS RUICES, EDIF. FARMA, CARACAS"
78,"NOVEL VISION CARE,C.A.",J-30434311-6,0082675965,,"1ERS TRANSVERSAL DE LAS PALMAS, C/CALLE DEL RIO,EDIF.VOGUE A,PISO3,OFIC.3B,BOLEITA SUR,CARACAS"
79,"NOVEL SKIN CARE COSMECEUTICAL,C.A.",J-31234782-1,0370659869,,"1ERS TRANSVERSAL DE LAS PALMAS, C/CALLE DEL RIO,EDIF.VOGUE A,PISO3,OFIC.3B,BOLEITA SUR,CARACAS"
80,"NATURESSE COSMETICOS,C.A.",J-30360920-1,0093328396,,"BOULEVARD SABANA GRANDE, EDIF. CELESTE, PISO 3, Nº12, CARACAS ( ENTRAR CALLE EL COLEGIO DIAGONAL AL BCO., PROVINCIAL, FRENTE. OPTICA CARONI)"
81,"LABORATORIOS L.O. OFTALMI,C.A.",J-00203064-0,0066817784,,"CTRO.EMPRESARIAL R.S.,PB.CALLE 6, ZONA IND. DE LA URBINA,CARACAS"
82,"LABORATORIOS OLYEMI,C.A",J-30088399-0,0035697802,,"CARRETERA PANAMERICANA K18,SECTOR LA CARBONERA,URB.LOMAS DE URQUI,EDIF.LA COLINA,PISO1,CARACAS"
83,"LABORATORIOS ORPIN FARMA,C.A.",J-31462909-3,0492234710,,"MANZANA 6 ,CIUDAD INDUSTRIAL GIUARENAS,PARCELAS 8, 9,10, GUARENAS, EDO. MIRANDA"
84,"PEPSI-COLA VENEZUELA,C.A.",J-30137013-9,0047887534,,"EDIF. CTRO. EMPRESARIAL POLAR,PISO 3, 4TA. TRANSVERSAL URBANIZACION LOS CORTIJOS DE LOURDES,CARACAS"
85,"LABORATORIOS PHARMAKUM DE VENEZUELA,C.A.",J-31206749-7,0357987300,,"CALLE 1, LOTE F, CONGLOMERADO MANUEL OLIVARES BETANCOURT, GALPON 11-F, SAN VICENTE. EDO. ARAGUA"
86,"LABORATORIOS PLUSANDEX,C.A.",J-30791317-7,0187842620,,"ZONA IND. EL VIGIA,CALLE A,ENTRE CALLES 1 Y 2, EDIF. PLUSANDEX,EL VIGIA EDO. MERIDA"
87,"LABORATORIOS PONCE,C.A.",J-00021516-2,0042266906,,"2DA.AVE. CON 5TA TRANSVERSAL,URB. STA. EDUVIGIS, EDIF. PONCE & BENZO. SUCRS,CARACAS."
88,"PROMO,C.A.",J-07511863-4,0006233856,,"CALLE NAVAS ESPINOLA Nº93-173, VALENCIA. EDO. CARABOBO"
89,"PROULA MEDICAMENTOS,C.A.",J-30031503-7,0021426270,,"SECTOR LA VARIANTE,ZONA INDUSTRIAL LA ALEGRIA, LAGUNILLAS, EDO. MERIDA"
90,"P.PRIBANIC,C.A.",J-00059361-2,0065971577,,"CALLE BEJARANO, FINCA CAROLINA, URB. POTRERITO, SAN ANTONIO DE LOS ALTOS, GRAN CARACAS"
91,"QUIMBIOTEC,C.A.",J-00287475-9,0073289408,,"CARRETERA PANAMERICANA KM 11,IVIC,ALTOS DE PIPE,SAN ANTONIO DE LOS ALTOS.EDO.MIRANDA"
92,"DROGUERIA QUIMIMARKET,C.A",J-30349599-0,,,"CALLE 3B, EDIF. ESCACHIA, PB, LOCAL PB-3, LA URBINA, CARACAS"
93,"RENE DESSES DE VENEZUELA,C.A.",J-00093669-2,0006461212,,"ZONA IND. DEL ESTE, 2DA. AVE. PARCELA 9-A, GUARENAS. EDO. MIRANDA."
94,C.A. PRODUCTOS RONAVA,J-00030157-3,0066296873,,"CALLE MARA,EDIF.RONAVA, ZONA IND.EL MARQUEZ,CARACAS"
95,REBECA DE FAVRIN,V-3.136.337,,,"LOS TEQUES , ESTADO MIRANDA"
96,"ROPAK,C.A.",J-30149832-1,0017194917,,"AVE. PRINCIPAL DE SAN JOSE. EDF. SILVA Nº226, GALPON H, OFIC. 6 Y 7, MARACAY. EDO. ARAGUA"
97,"LABORATORIOS RINCON,S.A.",J-07003768-7,0011640826,,"LABRIN, ZONA IND., AVE. 5,Nº 140-535, MARACAIBO, EDO. ZULIA"
98,"LABORATORIOS REVEEX DE VENEZUELA,C.A.",J-07524745-0,0001861557,,"AVE. ANTON PHILLPS, CRUCE C/CALLE EL CANAL,GALPON3A,COMP. IND. REVEEX, ZONA IND. LA HAMACA, MARACAY,EDO. ARAGUA."
99,"SANCHEZ & CIA INDUSTRIAL,S.A.",J-00059323-0,0002122294,,"ZONA INDUSTRIAL CONDIVAR II, CARRERA 5 CON CALLE 6, BARQUISIMETO. EDO. LARA"
100,"SANKYO PHARMA VENEZUELA,S.A.",J-00084390-2,0063968528,,"1ERA. TRANSV. BOLEITA SUR, EDIF. VOGUE B, PISO 4, LOCAL. 4-A. CARACAS"
101,"SALERM LATINA,C.A.",J-30660665-3,0113854197,,"AVE. INTERCOMUNAL SAN DIEGO, URB. IND Y COM. CASTILLETE,PASANDO BIGOTT, VIA SAN DIEGO",,TELF. 0241-8723655/8724655,FAX.0241-8724266
102,SATIVA 18,J-31152569-6,0334401626,,"CALLE NORTE SUR, ZONA IND. MUNICIPAL NORTE. CTRO. COMERCIAL IND. L.D. CENTER, LOCAO A-5, VALENCIA., EDO. CARABOBO"
103,SEFAR,G-20000619-6,,,"COMIENZO     CARRETERA DE LOS TEQUES B, LAS ADJUNTAS, CARACAS"
104,"LABORATORIOS SPEFAR VENEZOLANOS,S.A.",J-00021527-8,0066207951,,"CALLE LAS PIEDRITAS,EDIF. SPEFAR.LA TRINIDAD,CARACAS"
105,"STANHOME PANAMERICANA,C.A.",J-00081979-3,0007472544,,"ZONA INDUSTRIAL SAN VICENTE I, AVE. MARACAY, EDIF. STANHOME, EDO ARAGUA"
106,"SLIK DE VENEZUELA,C.A.",J-31023399-3,0287740956,,"1ERA. AV. MANZANA 3, PARCELA 3, CTRO. INDUSTRIAL DEL ESTE. URB. MATURIN, EDIF. SLIK, GUARENAS. EDO. MIRANDA"
107,"SM PHARMA,C.A.",J-07013139-0,0024921565,,"AVENIDA 59A, Nº 99L, CIRCUNVALACION Nº2, MARACAIBO. EDIO. ZULIA"
108,"UNIVERSIDAD CENTRAL DE VENEZUELA,C.A.",G-20000062-7,,,"FACULTAD DE FARMACIA, FORMULAS MAGISTRALES, PISO 2, CARACAS"
109,UNIV. DE LOS ANDES,J-09004602-0,,,"POST-GRADO EN QUIMICA DE MEDICINAS/FACULTAD DE FARMACIA, MERIDA, EDO. MERIDA"
110,"UNIDAD DE PRODUCCION DE MEZCLAS PARENTERALES CLINICA LUGO,C.A.",,,,"AVE. LOS TRES MOSQUETEROS, Nº9, SECTOR LA ESPERANZA. EDIF. CLINICA LUGO, MARACAY, EDO. ARAGUA."
111,"LABORATORIOS VALMOR,C.A.",J-07002946-3,0015998601,,"AVE. BOLIVAR Nº242,EDIF.VALMORCA,EJIDO, EDO. MERIDA",,DEPOSITO EN GUATIRE
112,"VAN HEEL INDUSTRIAL,C.A.",J-30944897-8,0255326864,,"CARRETERA NACIONAL CAGUA, LA VILLA, SECTOR LAS VEGAS, KM 6, CAGUA, EDO. ARAGUA"
113,"LABORATORIOS VARGAS,S.A.",J-00021536-7,00000131-7-0,,"LAS PIEDRAS A PUENTE RESTAURADOR, EDIF. VARGAS. QINTA CRESPO, CARACAS"
114,"VEGETALES LISTOS,C.A",J-31142291-9,0330619350,,"AVE. PRINCIPAL DE GUARACARUMBO Nº 11 3S5, EDIF. INDUSTRIAL COBUCCI,PB. CATIA LA MAR, EDO. VARGAS"
115,"VITA CENTER,C.A.",J-00145163-3,0067606604,,"AVE. NUEVA GRANADA,EDIF. CLARIBEL II,PISO 2 (DIAGONAL INCE),caracas"
116,"ZOUZ PHARMA,S.A.",J-00201508-0,00659823400,,"PUENTE RESTAURADOR A RIO, AVE. OESTE 20, EDIF. PULMOBRONK, PARROQUIA SANTA TERESA, CARACAS.",,telf. 409.0100,fax.4846401,www.zuozpharma.com,comprador: Marbelis Lopez
117,"ZOUZ PHARMA,S.A.",J-00201508-0,00659823400,,"PUENTE RESTAURADOR A RIO, AVE. OESTE 20, EDIF. PULMOBRONK, PARROQUIA SANTA TERESA, CARACAS.",,,,zuoz@zuoz.com
118,RUBEN RANGEL,,,,"MATERIALES MORET, AVE. BOLIVAR. EL VIGIA, EDO MERIDA"
